YearBuilt,SqFootageFinishedLiving,ADDRESS,ASSESSMENT,LOTSQFT.x
2009,1196,1013 LINDEN AVE V,260900,0
2009,1056,1013 LINDEN AVE W,210000,0
2009,1200,1013 LINDEN AVE X,227400,0
2009,1200,1013 LINDEN AVE Y,230200,0
2009,1268,1013 LINDEN AVE Z,234000,0
1934,762,925 NASSAU ST ,148200,8799.12
2016,960,923 NASSAU ST ,192900,7971.48
1962,872,921 NASSAU ST ,173600,8712
1960,1295,950 RIVES ST ,292400,10890
NA,NA,0 LINDEN AVE ,127300,5183.64
NA,NA,0 LINDEN AVE ,127300,5183.64
1940,780,942 RIVES ST ,192400,25264.8
1945,1231,936 RIVES ST ,220100,10323.72
1961,672,932 RIVES ST ,181900,8537.76
1946,920,928 RIVES ST ,215700,13503.6
NA,NA,918 RIVES ST ,635500,199112.76
1945,1274,908 RIVES ST ,191500,7492.32
1971,1004,906 RIVES ST ,174600,7013.16
1945,918,900 RIVES ST ,264900,6316.2
1960,1904,902 RIVES ST ,246700,6359.76
1973,1826,904 RIVES ST ,213700,7753.68
1959,952,200 FLORENCE RD ,193300,7492.32
1945,639,202 FLORENCE RD ,148800,16509.24
1945,670,204 FLORENCE RD ,154000,15507.36
1959,1204,1408 FLORENCE RD ,126100,15507.36
2017,1792,907 NASSAU ST ,314300,7492.32
NA,NA,0 FLORENCE RD ,55100,7013.16
1958,1104,901 NASSAU ST ,155400,6882.48
2016,1792,903 NASSAU ST ,313200,6054.84
1948,728,905 NASSAU ST ,167200,7623
1945,654,909 NASSAU ST ,126800,10236.6
1958,912,911 NASSAU ST ,164700,9191.16
1956,624,913 NASSAU ST ,130200,9016.92
1925,1169,915 NASSAU ST ,234500,21780
NA,NA,0 NASSAU ST ,42900,22433.4
NA,NA,0 NASSAU ST ,61700,5183.64
NA,NA,0 NASSAU ST ,14700,4486.68
NA,NA,0 NASSAU ST ,14700,4486.68
NA,NA,0 NASSAU ST ,14700,4486.68
NA,NA,0 NASSAU ST ,14700,4486.68
NA,NA,0 NASSAU ST ,14700,4486.68
NA,NA,0 NASSAU ST ,18500,6490.44
NA,NA,0 NASSAU ST ,52900,4443.12
NA,NA,0 NASSAU ST ,14700,4443.12
NA,NA,0 NASSAU ST ,14700,4443.12
NA,NA,0 NASSAU ST ,14700,4443.12
NA,NA,0 NASSAU ST ,14700,4878.72
1955,1086,918 NASSAU ST ,117300,8145.72
NA,NA,0 NASSAU ST ,14700,4878.72
NA,NA,0 NASSAU ST ,14700,4878.72
NA,NA,0 NASSAU ST ,14700,4878.72
NA,NA,0 NASSAU ST ,14700,4878.72
NA,NA,0 NASSAU ST ,19700,7840.8
NA,NA,0 NASSAU ST ,19700,7448.76
NA,NA,0 NASSAU ST ,14700,4486.68
1925,864,914 NASSAU ST ,131900,5009.4
1925,846,912 NASSAU ST ,137400,5967.72
2018,1824,910 NASSAU ST ,14700,3484.8
NA,NA,0 FRANKLIN ST ,18600,12632.4
1925,692,817 NASSAU ST ,137700,8450.64
1962,840,815 NASSAU ST ,130400,8929.8
1961,946,1407 FLORENCE RD ,154100,6621.12
1945,1420,821 NASSAU ST ,151500,6446.88
1925,1812,812 RIVES ST ,228700,10018.8
1925,584,804 RIVES ST ,164500,11717.64
1915,884,802 RIVES ST ,206100,9496.08
1985,864,1404 HAMPTON ST ,199000,11979
1948,616,1408 HAMPTON ST ,144900,13764.96
1958,1005,1414 HAMPTON ST ,226700,16204.32
2009,1440,1410 HAMPTON ST ,183300,7230.96
2009,1440,1412 HAMPTON ST ,183300,7710.12
1993,1512,809 NASSAU ST ,190200,6577.56
1954,1024,1416 HAMPTON ST ,224700,7187.4
1960,1050,1416 HAMPTON ST ,224700,7187.4
1945,720,807 NASSAU ST ,158700,9975.24
1925,977,1418 HAMPTON ST ,162600,8145.72
1925,1045,802 NASSAU ST ,147500,3615.48
NA,NA,0 NASSAU ST ,36200,4312.44
2007,1200,806 NASSAU ST ,168300,2787.84
2007,1200,808 NASSAU ST ,178200,5619.24
1958,1064,1300 KNOLL ST ,262300,7492.32
NA,NA,1302 KNOLL ST ,133700,5619.24
1968,1664,1304 KNOLL ST ,398400,11238.48
1962,1207,1305 MOUNTAIN VIEW ST ,403600,13460.04
1984,1008,1307 MOUNTAIN VIEW ST ,267500,8145.72
1948,1821,1311 MOUNTAIN VIEW ST ,317500,7492.32
1946,962,1806 EASTVIEW ST ,264200,7666.56
1965,832,1808 EASTVIEW ST ,269500,7013.16
1970,932,1808 EASTVIEW ST ,269500,7013.16
1948,2487,1810 EASTVIEW ST ,319100,7013.16
NA,NA,1712 MONTICELLO RD ,396900,10018.8
NA,NA,0 MONTICELLO RD ,604700,139392
NA,NA,0 MONTICELLO RD ,930400,45607.32
1998,900,101 DARIEN TER ,140400,2482.92
1998,1200,103 DARIEN TER ,151000,2047.32
1998,1200,105 DARIEN TER ,155600,2221.56
1998,1200,107 DARIEN TER ,151000,2352.24
1998,1200,109 DARIEN TER ,155600,2526.48
1998,1200,111 DARIEN TER ,151000,2657.16
1998,900,113 DARIEN TER ,140300,7361.64
1999,1080,100 GREENWICH CT ,162800,3397.68
1999,1200,102 GREENWICH CT ,168200,0
1999,1200,104 GREENWICH CT ,162700,2003.76
1999,1200,106 GREENWICH CT ,167800,2003.76
1999,1200,108 GREENWICH CT ,163400,2003.76
1999,1080,110 GREENWICH CT ,176800,3005.64
1999,1120,112 GREENWICH CT ,164700,3005.64
1999,1200,114 GREENWICH CT ,163400,2003.76
1999,1200,116 GREENWICH CT ,163400,2003.76
1999,1080,118 GREENWICH CT ,162800,3920.4
2000,1110,129 GREENWICH CT ,153600,5183.64
2000,1200,127 GREENWICH CT ,153300,2003.76
2000,1200,125 GREENWICH CT ,154100,2003.76
2000,1200,123 GREENWICH CT ,154100,2003.76
1999,1200,121 GREENWICH CT ,154100,2003.76
2000,1200,119 GREENWICH CT ,153300,2003.76
2000,1080,117 GREENWICH CT ,145600,3005.64
2000,1080,115 GREENWICH CT ,145600,3005.64
2000,1200,113 GREENWICH CT ,153300,2003.76
2000,1200,111 GREENWICH CT ,158600,2003.76
2000,1200,109 GREENWICH CT ,153300,2003.76
2000,1200,107 GREENWICH CT ,153300,2003.76
2000,1200,105 GREENWICH CT ,157900,2003.76
2000,1200,103 GREENWICH CT ,153300,2003.76
2000,1080,101 GREENWICH CT ,145600,3049.2
2001,1080,100 WATERBURY CT ,164200,2874.96
2001,1200,102 WATERBURY CT ,164700,2003.76
2001,1200,104 WATERBURY CT ,169400,2003.76
2001,1200,106 WATERBURY CT ,171200,2003.76
2001,1200,108 WATERBURY CT ,164700,2003.76
2001,1200,110 WATERBURY CT ,169200,2003.76
2001,1200,112 WATERBURY CT ,164700,2003.76
2001,1080,114 WATERBURY CT ,164200,3005.64
2001,1080,116 WATERBURY CT ,164200,3005.64
2001,1200,118 WATERBURY CT ,164700,2003.76
2001,1200,120 WATERBURY CT ,164700,2003.76
2001,1200,122 WATERBURY CT ,164700,2003.76
2001,1200,124 WATERBURY CT ,158700,2003.76
2001,1200,126 WATERBURY CT ,154100,2003.76
2001,1200,128 WATERBURY CT ,164600,2003.76
2001,1080,130 WATERBURY CT ,164100,4486.68
2001,1040,131 WATERBURY CT ,145600,5183.64
2001,1200,129 WATERBURY CT ,153200,2003.76
2001,1200,127 WATERBURY CT ,158600,2003.76
2001,1200,125 WATERBURY CT ,153300,2003.76
2001,1200,123 WATERBURY CT ,153300,2003.76
2001,1200,121 WATERBURY CT ,158600,2003.76
2001,1200,119 WATERBURY CT ,153200,2003.76
2001,1080,117 WATERBURY CT ,145600,3005.64
2000,1080,115 WATERBURY CT ,146300,3005.64
2000,1200,113 WATERBURY CT ,153300,2003.76
2000,1200,111 WATERBURY CT ,155600,2003.76
2000,1200,109 WATERBURY CT ,153300,2003.76
2000,1200,107 WATERBURY CT ,153300,2003.76
2000,1200,105 WATERBURY CT ,158600,2003.76
2000,1200,103 WATERBURY CT ,153300,2003.76
2000,1080,101 WATERBURY CT ,145600,3310.56
2002,1080,100 HARTFORD CT ,145600,7797.24
NA,NA,0 MONTICELLO RD ,18600,3898.62
2002,1200,102 HARTFORD CT ,153300,1960.2
2002,1200,104 HARTFORD CT ,157900,2003.76
2002,1200,106 HARTFORD CT ,153300,2047.32
2002,1200,108 HARTFORD CT ,154100,2090.88
2001,1200,110 HARTFORD CT ,153300,2134.44
2001,1080,112 HARTFORD CT ,145600,3310.56
2001,1080,114 HARTFORD CT ,146300,3397.68
2001,1200,116 HARTFORD CT ,152700,2352.24
2001,1200,118 HARTFORD CT ,152700,2395.8
2001,1200,120 HARTFORD CT ,152700,2439.36
2001,1200,122 HARTFORD CT ,153300,2482.92
2001,1080,124 HARTFORD CT ,145600,4312.44
2001,1080,121 HARTFORD CT ,164200,3267
2001,1200,119 HARTFORD CT ,175500,2003.76
2001,1200,117 HARTFORD CT ,169200,2003.76
2001,1200,115 HARTFORD CT ,169200,2003.76
2001,1200,113 HARTFORD CT ,164700,2003.76
2001,1080,111 HARTFORD CT ,162100,3179.88
2001,1080,109 HARTFORD CT ,168100,3179.88
2001,1200,107 HARTFORD CT ,169200,2003.76
2001,1200,105 HARTFORD CT ,164700,2003.76
2001,1200,103 HARTFORD CT ,158400,2003.76
2001,1080,101 HARTFORD CT ,164200,3528.36
2000,1080,100 DANBURY CT ,145600,2918.52
2000,1200,102 DANBURY CT ,153300,2003.76
2000,1200,104 DANBURY CT ,158600,2003.76
2000,1200,106 DANBURY CT ,158600,2003.76
2000,1200,108 DANBURY CT ,153300,2003.76
2000,1080,110 DANBURY CT ,145600,3179.88
2000,1080,112 DANBURY CT ,145600,3179.88
2000,1200,114 DANBURY CT ,153300,2003.76
2000,1200,116 DANBURY CT ,158600,2003.76
2000,1200,118 DANBURY CT ,157300,2003.76
2000,1200,120 DANBURY CT ,152200,2003.76
2000,1080,122 DANBURY CT ,145600,3267
2000,1080,123 DANBURY CT ,177100,3571.92
2000,1200,121 DANBURY CT ,151700,2265.12
2000,1200,119 DANBURY CT ,169800,2265.12
2000,1224,117 DANBURY CT ,182900,2265.12
2000,1200,115 DANBURY CT ,164200,2265.12
2000,1080,113 DANBURY CT ,177300,3179.88
2000,1080,111 DANBURY CT ,170800,3092.76
2000,1200,109 DANBURY CT ,158700,2003.76
2000,1200,107 DANBURY CT ,169400,2003.76
2000,1200,105 DANBURY CT ,158700,2003.76
2000,1200,103 DANBURY CT ,164800,2003.76
2000,1080,101 DANBURY CT ,164300,3005.64
1999,1120,100 MILFORD TER ,154300,3267
1999,1200,102 MILFORD TER ,152200,2047.32
1999,1200,104 MILFORD TER ,151800,2047.32
1999,1200,106 MILFORD TER ,152100,2047.32
1999,1200,108 MILFORD TER ,152100,2047.32
1999,1110,110 MILFORD TER ,152200,5227.2
NA,NA,0 IVY RD ,1400,1568.16
1987,2000,2101 MORRIS RD ,495500,12240.36
1958,1263,2108 MORRIS RD ,729900,12588.84
2012,3286,2112 MORRIS RD ,791800,11979
1958,1780,2114 MORRIS RD ,550400,11979
1957,2042,2116 MORRIS RD ,646600,13285.8
1957,1832,117 ALDERMAN RD ,548600,13155.12
1958,2168,115 ALDERMAN RD ,487300,14766.84
1958,2190,113 ALDERMAN RD ,639800,14810.4
1971,2010,111 ALDERMAN RD ,516200,14244.12
1957,2489,2117 MORRIS RD ,625800,12980.88
1957,1621,2115 MORRIS RD ,520000,10541.52
1957,2352,2113 MORRIS RD ,538100,10541.52
1960,2314,2111 MORRIS RD ,614500,10759.32
1958,2983,2109 MORRIS RD ,717400,16465.68
1961,2824,2107 MORRIS RD ,783800,20255.4
1971,1820,2105 MORRIS RD ,561300,13111.56
1958,1930,2103 MORRIS RD ,532900,13198.68
1955,1421,2100 TWYMAN RD ,500100,16465.68
1955,2030,2104 TWYMAN RD ,525000,16465.68
1955,1250,2108 TWYMAN RD ,430300,16465.68
1956,2090,2112 TWYMAN RD ,647400,17293.32
1956,1849,2116 TWYMAN RD ,523900,16465.68
1955,2903,2115 MINOR RD ,686000,16335
1953,2382,2111 MINOR RD ,609500,16683.48
1961,1900,2107 MINOR RD ,863300,36503.28
1947,2669,211 ALDERMAN RD ,744600,17075.52
1961,2301,118 ALDERMAN RD ,500600,13590.72
1958,1503,200 ALDERMAN RD ,471200,26092.44
1984,2340,206 ALDERMAN RD ,715500,19340.64
1959,2465,212 ALDERMAN RD ,563500,12588.84
1927,4845,2027 MINOR RD ,925900,20908.8
1945,1298,120 MINOR RD ,393700,10497.96
1939,1634,145 BOLLINGWOOD RD ,514700,13111.56
1932,2486,135 BOLLINGWOOD RD ,654200,35414.28
1918,2761,133 BOLLINGWOOD RD ,655100,35849.88
1880,3798,123 BOLLINGWOOD RD ,1072700,41033.52
1938,2737,117 BOLLINGWOOD RD ,801900,23043.24
1956,570,115 BOLLINGWOOD RD ,969800,26440.92
1940,3083,115 BOLLINGWOOD RD ,969800,26440.92
1941,2044,2019 IVY RD ,538100,18600.12
NA,NA,0 IVY RD ,124200,17772.48
1940,1928,2001 IVY RD ,506100,20908.8
1927,2294,107 BOLLINGWOOD RD ,534700,14331.24
1959,2496,101 BOLLINGWOOD RD ,376400,12632.4
1952,2450,104 BOLLINGWOOD RD ,560300,13285.8
1930,2972,108 BOLLINGWOOD RD ,428700,19035.72
1922,3011,114 BOLLINGWOOD RD ,606300,15812.28
1925,3194,120 BOLLINGWOOD RD ,772700,16509.24
1983,1762,122 BOLLINGWOOD RD ,506300,13808.52
1984,3387,126 BOLLINGWOOD RD ,788500,13982.76
1935,1774,132 BOLLINGWOOD RD ,481500,18600.12
1925,2152,134 BOLLINGWOOD RD ,584200,17336.88
1952,1910,142 BOLLINGWOOD RD ,251600,8276.4
1948,1638,112 MINOR RD ,354100,3920.4
1948,1638,110 MINOR RD ,281800,3963.96
1940,1894,106 MINOR RD ,509000,9278.28
NA,NA,0 MINOR RD ,98000,9583.2
1947,2115,102 MINOR RD ,542900,9931.68
1938,2422,131 CAMERON LN ,333900,10280.16
1981,2843,125 CAMERON LN ,668300,12632.4
1935,1905,123 CAMERON LN ,586500,22041.36
1935,943,121 CAMERON LN ,346700,13764.96
1940,1699,119 CAMERON LN ,475800,11282.04
1945,2360,117 CAMERON LN ,537100,14200.56
1940,1332,113 CAMERON LN ,390500,11543.4
NA,NA,0 EMMET ST N ,3090600,104979.6
NA,NA,140 EMMET ST N ,896900,25482.6
NA,NA,132 EMMET ST N ,734300,19122.84
NA,NA,104 EMMET ST N ,407700,9801
NA,NA,100 EMMET ST N ,282900,6316.2
NA,NA,0 IVY RD ,962300,37592.28
NA,NA,0 IVY RD & CAMERON LN ,117600,15115.32
1935,1874,104 CAMERON LN ,498400,15071.76
1946,1550,106 CAMERON LN ,471300,6882.48
1946,1856,108 CAMERON LN ,618200,6403.32
1966,1991,110 CAMERON LN ,731300,12283.92
1900,2345,118 CAMERON LN ,568000,18774.36
1956,640,119 ROTHERY RD ,272000,20995.92
1960,1400,1926 IVY RD ,182300,11020.68
1958,2436,105 ROTHERY RD ,387200,23130.36
1973,1895,115 ROTHERY RD ,506300,21780
1834,1804,209 SPRIGG LN ,4806500,115390.44
1834,0,209 SPRIGG LN ,4806500,115390.44
1834,1804,209 SPRIGG LN ,4806500,115390.44
NA,1804,209 SPRIGG LN ,4806500,115390.44
NA,0,209 SPRIGG LN ,4806500,115390.44
1834,0,209 SPRIGG LN ,4806500,115390.44
1900,6243,209 SPRIGG LN ,4806500,115390.44
1940,3659,120 ROTHERY RD ,540800,40859.28
1997,1980,101 CRESAP RD ,399600,9931.68
1938,7156,214 SPRIGG LN ,3863000,104631.12
NA,NA,0 SPRIGG LN ,679000,18730.8
1950,1018,1917 LEWIS MOUNTAIN RD ,663600,13982.76
1950,2060,1917 LEWIS MOUNTAIN RD ,663600,13982.76
1935,1234,1921 LEWIS MOUNTAIN RD ,504800,17946.72
1938,2250,1923 LEWIS MOUNTAIN RD ,237000,17990.28
1932,2245,1927 LEWIS MOUNTAIN RD ,641900,12806.64
1925,2484,1929 LEWIS MOUNTAIN RD ,669500,14984.64
1929,2794,1933 LEWIS MOUNTAIN RD ,665000,11586.96
1926,3380,1935 LEWIS MOUNTAIN RD ,773800,17903.16
1953,991,1937 LEWIS MOUNTAIN RD ,325600,10280.16
1940,2050,1941 LEWIS MOUNTAIN RD ,534000,12588.84
1930,2991,1943 LEWIS MOUNTAIN RD ,817300,16901.28
1920,479,206 CAMERON LN ,95700,8624.88
NA,NA,206 CAMERON LN ,95700,8624.88
1934,1170,200 CAMERON LN ,425800,15202.44
1935,3983,132 CAMERON LN ,974400,17598.24
1938,1585,208 CAMERON LN ,458200,11456.28
1940,2642,214 CAMERON LN ,712400,14766.84
1902,4143,1702 GORDON AVE ,950500,0
1930,3469,1541 VIRGINIA AVE ,711900,0
1910,3974,1537 VIRGINIA AVE ,951900,0
1875,6198,1533 VIRGINIA AVE ,1208200,0
1920,3099,1515 VIRGINIA AVE ,518800,10410.84
1916,4160,1505 VIRGINIA AVE ,603000,10497.96
1931,1924,1503 VIRGINIA AVE ,433000,10672.2
1941,3142,1411 VIRGINIA AVE ,528400,7013.16
1941,3755,1409 VIRGINIA AVE ,583000,7013.16
1971,1754,410 15TH ST NW ,371700,7971.48
1910,1530,414 15TH ST NW ,342900,7143.84
1910,1645,420 15TH ST NW ,337600,6272.64
1920,2968,422 15TH ST NW ,554700,6490.44
1885,1929,428 15TH ST NW ,464200,6490.44
1920,1676,432 15TH ST NW ,378400,6490.44
1927,1779,1416 GORDON AVE ,360500,4660.92
1927,1357,1414 GORDON AVE ,304800,41817.6
1927,1248,1410 GORDON AVE ,310200,4181.76
1920,2626,485 14TH ST NW ,454300,9365.4
1888,2664,465 14TH ST NW ,423600,9365.4
1925,3002,463 14TH ST NW ,573300,6490.44
1925,1590,447 14TH ST NW ,324700,6229.08
1925,1942,445 14TH ST NW ,406800,5924.16
1925,630,443 14TH ST NW ,508600,6577.56
1925,2502,443 14TH ST NW ,508600,6577.56
1920,1950,415 14TH ST NW ,414900,6838.92
1971,2552,417 14TH ST NW ,410500,7666.56
1926,1702,1407 VIRGINIA AVE ,386200,2962.08
1921,2050,403 14TH ST NW ,383900,3876.84
1941,2238,3 UNIVERSITY CT ,472800,11107.8
1892,5351,1 UNIVERSITY CT ,1194200,0
1928,2160,8 UNIVERSITY CT ,423500,6185.52
1928,1839,7 UNIVERSITY CT ,368600,4268.88
1928,1967,6 UNIVERSITY CT ,368400,4268.88
1928,1834,5 UNIVERSITY CT ,374100,3920.4
1939,1972,4 UNIVERSITY CT ,403400,5270.76
1925,2357,333 14TH ST NW ,438200,5967.72
1920,1254,336 15TH ST NW ,333000,6011.28
1925,1626,327 14TH ST NW ,390700,7927.92
1925,2791,323 14TH ST NW ,525200,9583.2
1925,2080,315 14TH ST NW ,386900,5837.04
1925,1680,313 14TH ST NW ,398600,8407.08
1910,2460,301 14TH ST NW ,669200,15115.32
NA,NA,225 14TH ST NW ,7836500,0
